AUTO.OL,BKW.SW,BMI,CGNX,CLH,CWST,CWY.AX,ECL,ENEL.MI,ENR.DE,FSLR,GF.SW,GFL,GXO,IBE.MC,KGX.DE,MANH,NEE,ORSTED.CO,SYM,TOM.OL,VIE.PA,VLTO,WM,XYL,ZBRA
,,61.28688049316406,53.598690032958984,85.0199966430664,45.959999084472656,1.8153607845306396,179.79580688476562,5.145772933959961,,57.2400016784668,,,,7.329669952392578,59.39667892456055,80.68000030517578,52.60527420043945,639.175537109375,,137.41908264160156,19.27680015563965,,104.7472152709961,75.00789642333984,259.1400146484375
,63.317283630371094,61.277286529541016,52.992740631103516,85.27999877929688,46.83000183105469,1.8153607845306396,178.9357452392578,5.1450581550598145,,57.02000045776367,44.35026550292969,,,7.296280860900879,58.798038482666016,80.44000244140625,52.980037689208984,635.7966918945312,,135.795654296875,19.37346649169922,,105.7651596069336,75.44940948486328,256.04998779296875
,63.673500061035156,61.018245697021484,52.311031341552734,85.23999786376953,47.689998626708984,1.8334239721298218,177.41403198242188,5.155761241912842,,55.83000183105469,44.417667388916016,,,7.2597126960754395,58.2368049621582,81.4000015258789,53.24458694458008,629.038818359375,,133.69473266601562,19.260690689086914,,106.31539916992188,74.96092224121094,258.010009765625
,64.56404876708984,60.83596420288086,52.150081634521484,84.2300033569336,47.84000015258789,1.8334239721298218,177.1872100830078,5.158615589141846,,56.66999816894531,44.529998779296875,,,7.118207931518555,57.80653381347656,81.4000015258789,53.19828414916992,621.3424682617188,,130.82984924316406,19.091524124145508,,106.38877868652344,74.67910766601562,256.4700012207031
,65.45458984375,61.46916961669922,52.585601806640625,82.80000305175781,47.400001525878906,1.8424556255340576,177.25335693359375,5.1871562004089355,,56.70000076293945,44.12559127807617,,,7.142055034637451,57.07693862915039,82.5,53.17403030395508,605.3865356445312,,133.0262451171875,18.994857788085938,,106.4529800415039,74.93276977539062,247.63999938964844
,66.87944030761719,60.97987747192383,53.087406158447266,84.23999786376953,47.790000915527344,1.905677318572998,179.61622619628906,5.212127685546875,,56.70000076293945,44.30532455444336,,,7.153396129608154,57.133060455322266,83.22000122070312,53.59070587158203,606.1373901367188,,127.86945343017578,19.139860153198242,,106.49880981445312,75.27091979980469,246.5
,66.34510803222656,60.45219802856445,52.235286712646484,82.83000183105469,47.31999969482422,1.9147087335586548,178.56712341308594,5.2920403480529785,,56.5,44.28286361694336,,,7.2781572341918945,56.871150970458984,83.19000244140625,53.69211196899414,612.70751953125,,125.10005950927734,19.615131378173828,,106.5630111694336,75.09246063232422,246.27000427246094
,67.59187316894531,60.951087951660156,53.53242111206055,83.04000091552734,48.709999084472656,1.8966456651687622,180.9111328125,5.279910564422607,,57.439998626708984,44.32780075073242,,,7.2911176681518555,57.03952407836914,83.95999908447266,54.320404052734375,619.0899047851562,,125.38655090332031,19.639297485351562,,107.90193939208984,76.35118865966797,248.5800018310547
,73.20226287841797,61.7186164855957,53.63655471801758,81.66999816894531,49.400001525878906,1.887614130973816,179.54066467285156,5.279910564422607,,58.779998779296875,44.417667388916016,,,7.317042827606201,57.52592086791992,83.87000274658203,54.61361312866211,623.7827758789062,,128.06045532226562,19.961517333984375,,108.27793884277344,76.43573760986328,248.07000732421875
,74.00375366210938,61.16215896606445,53.20103454589844,82.63999938964844,50.25,1.9237405061721802,180.9488983154297,5.294895172119141,,54.75,43.743648529052734,,,7.461244106292725,57.46979522705078,84.41999816894531,55.462371826171875,642.554443359375,,133.69473266601562,20.251516342163086,,108.41548156738281,77.45022583007812,247.8000030517578
,75.60671997070312,61.04703903198242,54.65911102294922,84.16000366210938,50.56999969482422,1.8966456651687622,182.41384887695312,5.430459022521973,,53.93000030517578,44.103126525878906,,,7.543877124786377,58.442588806152344,85.29000091552734,55.61449432373047,643.8684692382812,,132.45326232910156,20.436792373657227,,109.58015441894531,78.1171646118164,253.92999267578125
,76.49725341796875,60.87433624267578,55.52070617675781,84.0999984741211,49.54999923706055,1.8966456651687622,184.85238647460938,5.51179838180542,,53.52000045776367,44.417667388916016,,,7.618407726287842,57.451087951660156,85.23999786376953,55.86361312866211,652.6912231445312,,134.45867919921875,20.66234588623047,,109.72691345214844,78.39898681640625,252.74000549316406
,77.56590270996094,,,,,1.8966456651687622,,5.558428764343262,,,44.642337799072266,,,7.655674457550049,58.330352783203125,,,663.0156860351562,,133.69473266601562,20.86373519897461,,,,
,78.54549407958984,60.43301010131836,54.592838287353516,84.97000122070312,49.52000045776367,1.8605189323425293,184.81455993652344,5.544585704803467,,51.54999923706055,44.44013214111328,,,7.636229991912842,56.49700164794922,84.23999786376953,56.63299560546875,657.3841552734375,,129.01541137695312,21.024845123291016,,110.42388153076172,77.40328216552734,252.4199981689453
,78.36739349365234,60.47138595581055,54.933677673339844,86.69000244140625,49.720001220703125,1.9147087335586548,185.62741088867188,5.497955799102783,,50.560001373291016,44.260398864746094,,,7.660534858703613,54.869441986083984,85.55999755859375,57.296566009521484,672.4014892578125,,128.6334228515625,21.226232528686523,,110.34130859375,77.22478485107422,253.75
,78.27833557128906,60.26031494140625,55.426029205322266,86.31999969482422,50.220001220703125,1.8695505857467651,187.42318725585938,5.5518717765808105,,52.02000045776367,43.608848571777344,,,7.832282543182373,53.78438949584961,85.9000015258789,57.33625030517578,684.6030883789062,,121.85319519042969,21.347064971923828,,111.09332275390625,77.3656997680664,254.36000061035156
,78.99076843261719,59.8477783203125,54.65911102294922,85.62000274658203,49.77000045776367,1.8695505857467651,187.14907836914062,5.6968607902526855,,51.939998626708984,44.28286361694336,,,8.00888729095459,54.21467208862305,85.87000274658203,58.138710021972656,703.5623779296875,,127.67845153808594,21.741783142089844,,110.96492767333984,76.5390625,252.6999969482422
,78.9017105102539,58.34151840209961,51.771358489990234,85.25,50.58000183105469,,185.95823669433594,5.59121561050415,,50.4900016784668,42.82249450683594,,,7.942459583282471,53.167049407958984,84.9800033569336,58.80448913574219,691.7362670898438,,123.6676254272461,21.403451919555664,,111.13917541503906,75.35546112060547,243.22999572753906
,80.05941009521484,58.95553207397461,51.98911666870117,85.9800033569336,51.13999938964844,1.851487398147583,187.30975341796875,5.755148410797119,,51.11000061035156,43.339237213134766,,,7.978103160858154,53.1296272277832,86.56999969482422,58.59946060180664,697.3677368164062,,124.52708435058594,21.5081729888916,,111.01078796386719,76.34178924560547,247.97999572753906
,79.79225158691406,58.005714416503906,51.032840728759766,85.5999984741211,51.25,1.8695505857467651,186.96005249023438,5.835293769836426,,50.900001525878906,43.69871520996094,,,7.995927810668945,53.6534423828125,87.06999969482422,58.588443756103516,702.0606689453125,,130.25686645507812,21.572616577148438,,111.39595794677734,78.1265640258789,250.1699981689453
,79.16887664794922,57.92896270751953,50.218597412109375,85.37999725341797,51.56999969482422,1.8243924379348755,188.53846740722656,5.892852306365967,,50.720001220703125,43.204437255859375,,,8.020230293273926,53.26057815551758,87.81999969482422,59.50774002075195,682.7258911132812,,128.919921875,21.395397186279297,,112.57897186279297,78.58686828613281,246.32000732421875
